1,67835
2,70597
3,70017
4,69706
5,69236
6,69078
7,69170
8,68711
9,68828
10,68481
11,68605
12,68814
13,68706
14,68993
15,68910
16,69274
17,69211
18,69389
19,69311
20,69507
21,69080
22,69446
23,69109
24,69075
25,69253
26,69245
27,69425
28,69484
29,69061
30,69649
31,69191
32,68956
33,69274
34,69504
35,68517
36,68647
37,68408
38,69395
39,69063
40,68762
41,68622
42,68630
43,68610
44,68777
45,68460
46,68474
47,68255
48,68311
49,68287
50,68628
51,68780
52,69007
53,68546
54,68336
55,69442
56,69728
57,69349
58,69914
59,70045
60,70029
61,69889
62,69683
63,70371
64,69265
65,69344
66,69333
67,69465
68,68862
69,69382
70,68911
71,68720
72,68893
73,69493
74,69871
75,68866
76,67915
77,68278
78,68582
79,69087
80,69269
81,68916
82,69404
83,69772
84,69288
85,69398
86,69812
87,69726
88,70028
89,69862
90,69908
91,70009
92,69734
93,69670
94,69341
95,69713
96,70168
97,69477
98,69316
99,69008
100,69144
